エージェント	books	loop-ephemeral-agent	87	250	yes	no	244	6
Claude エージェント	books	loop-ephemeral-agent	41	90	yes	no	90	0
Claude Code	books	loop-ephemeral-agent	86	236	yes	no	234	2
